InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Location,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply
INT0741,Tata Motors Intern,Work with Tata Motors in the Automotive sector. Gain hands-on experience and learn industry skills.,Automotive,Support,"React, HTML, CSS, JavaScript",12th Pass,Pune,Offline,3 Months,English,7146,React,"Beginner Friendly, Rural Outreach",Advanced,06-09-26
INT0742,Axis Bank Trainee,Work with Axis Bank in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Support,"Project Management, MS Office",PG,Nandurbar,Hybrid,5 Months,Hindi,6895,PowerBI,"Remote Friendly, Government Scheme Aligned",Intermediate,23-05-26
INT0743,SBI Assistant,Work with SBI in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Research,"React, HTML, CSS, JavaScript",UG,Bangalore,Hybrid,3 Months,English,2441,Python,"Remote Friendly, Paid Internship",Beginner,17-03-26
INT0744,Indian Oil Assistant,"Work with Indian Oil in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Support,"Java, Spring Boot",12th Pass,Mumbai,Offline,5 Months,English,14038,Python,"Rural Outreach, Paid Internship",Beginner,21-10-25
INT0745,ONGC Assistant,"Work with ONGC in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Support,"Java, Spring Boot",Diploma,Chennai,Hybrid,1 Months,English,3493,MATLAB,"Government Scheme Aligned, Beginner Friendly",Advanced,13-02-26
INT0746,HCL Technologies Trainee,Work with HCL Technologies in the IT & Software / Tech sector. Gain hands-on experience and learn industry skills.,IT & Software / Tech,Analytics,"Project Management, MS Office",Diploma,Bangalore,Hybrid,4 Months,Tamil,4918,Excel,"Paid Internship, Beginner Friendly",Beginner,12-04-26
INT0747,JSW Steel Assistant,Work with JSW Steel in the Manufacturing & Industrial / Metals & Mining sector. Gain hands-on experience and learn industry skills.,Manufacturing & Industrial / Metals & Mining,Development,"AutoCAD, SolidWorks",Diploma,Ahmedabad,Online,5 Months,Bengali,13207,MATLAB,"Beginner Friendly, Remote Friendly",Advanced,24-02-26
INT0748,Fortis Healthcare Assistant,Work with Fortis Healthcare in the Healthcare sector. Gain hands-on experience and learn industry skills.,Healthcare,Development,"Project Management, MS Office",PG,Mumbai,Hybrid,1 Months,Hindi,6828,Python,"Rural Outreach, Beginner Friendly",Advanced,17-01-26
INT0749,Apollo Hospitals Assistant,Work with Apollo Hospitals in the Healthcare sector. Gain hands-on experience and learn industry skills.,Healthcare,Development,"Java, Spring Boot",12th Pass,Ahmedabad,Online,5 Months,Hindi,12984,PowerBI,"Government Scheme Aligned, Remote Friendly",Intermediate,16-03-26
INT0750,ICICI Bank Intern,Work with ICICI Bank in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Support,"AutoCAD, SolidWorks",UG,Bangalore,Online,5 Months,Bengali,6229,React,"Remote Friendly, Beginner Friendly",Beginner,18-05-26
INT0751,Axis Bank Trainee,Work with Axis Bank in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Support,"Java, Spring Boot",UG,Pune,Offline,2 Months,Hindi,7713,Excel,"Rural Outreach, Government Scheme Aligned",Advanced,28-04-26
INT0752,Tata Power Trainee,"Work with Tata Power in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Analytics,"AutoCAD, SolidWorks",PG,Chennai,Offline,3 Months,Hindi,693,Python,"Beginner Friendly, Government Scheme Aligned",Advanced,20-04-26
INT0753,Apollo Hospitals Intern,Work with Apollo Hospitals in the Healthcare sector. Gain hands-on experience and learn industry skills.,Healthcare,Development,"Project Management, MS Office",Diploma,Kolkata,Offline,4 Months,English,8221,SAP,"Paid Internship, Remote Friendly",Intermediate,02-12-25
INT0754,Mahindra & Mahindra Intern,Work with Mahindra & Mahindra in the Automotive sector. Gain hands-on experience and learn industry skills.,Automotive,Operations,"AutoCAD, SolidWorks",UG,Pune,Hybrid,4 Months,English,2701,Excel,"Beginner Friendly, Remote Friendly",Intermediate,09-11-25
INT0755,ONGC Trainee,"Work with ONGC in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Analytics,"React, HTML, CSS, JavaScript",Diploma,Ahmedabad,Online,4 Months,English,12663,SAP,"Paid Internship, Beginner Friendly",Intermediate,22-04-26
INT0756,HDFC Bank Trainee,Work with HDFC Bank in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Support,"AutoCAD, SolidWorks",UG,Ahmedabad,Offline,1 Months,Hindi,7558,MATLAB,"Paid Internship, Remote Friendly",Beginner,14-12-25
INT0757,Wipro Intern,Work with Wipro in the IT & Software / Tech sector. Gain hands-on experience and learn industry skills.,IT & Software / Tech,Support,"Python, Pandas, Excel",UG,Ahmedabad,Offline,1 Months,English,14451,PowerBI,"Paid Internship, Remote Friendly",Beginner,06-11-25
INT0758,NCERT Intern,"Work with NCERT in the Education, Media & Entertainment sector. Gain hands-on experience and learn industry skills.","Education, Media & Entertainment",Operations,"Python, Pandas, Excel",UG,Churu,Offline,4 Months,English,453,SAP,"Rural Outreach, Beginner Friendly",Intermediate,09-02-26
INT0759,Tata Motors Intern,Work with Tata Motors in the Automotive sector. Gain hands-on experience and learn industry skills.,Automotive,Development,"Project Management, MS Office",PG,Nandurbar,Online,6 Months,Hindi,2346,MATLAB,"Paid Internship, Rural Outreach",Advanced,05-03-26
INT0760,Mahindra & Mahindra Trainee,Work with Mahindra & Mahindra in the Automotive sector. Gain hands-on experience and learn industry skills.,Automotive,Operations,"Python, Pandas, Excel",12th Pass,Ahmedabad,Offline,5 Months,English,7018,PowerBI,"Remote Friendly, Beginner Friendly",Advanced,06-03-26
INT0761,Axis Bank Intern,Work with Axis Bank in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Research,"React, HTML, CSS, JavaScript",12th Pass,Kolkata,Hybrid,5 Months,English,11473,Python,"Beginner Friendly, Rural Outreach",Advanced,30-03-26
INT0762,Fortis Healthcare Trainee,Work with Fortis Healthcare in the Healthcare sector. Gain hands-on experience and learn industry skills.,Healthcare,Operations,"Java, Spring Boot",Diploma,Ahmedabad,Online,3 Months,English,13872,SAP,"Rural Outreach, Remote Friendly",Advanced,29-07-26
INT0763,Tata Steel Intern,Work with Tata Steel in the Manufacturing & Industrial / Metals & Mining sector. Gain hands-on experience and learn industry skills.,Manufacturing & Industrial / Metals & Mining,Research,"AutoCAD, SolidWorks",Diploma,Bangalore,Offline,5 Months,English,8445,Excel,"Remote Friendly, Paid Internship",Intermediate,28-12-25
INT0764,Axis Bank Intern,Work with Axis Bank in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Development,"Python, Pandas, Excel",UG,Dholpur,Offline,5 Months,Gujarati,9455,SAP,"Paid Internship, Remote Friendly",Beginner,01-12-25
INT0765,Tata Power Assistant,"Work with Tata Power in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Support,"AutoCAD, SolidWorks",Diploma,Hyderabad,Offline,4 Months,Hindi,5700,React,"Government Scheme Aligned, Rural Outreach",Beginner,30-11-25
INT0766,BHEL Intern,Work with BHEL in the Manufacturing & Industrial / Metals & Mining sector. Gain hands-on experience and learn industry skills.,Manufacturing & Industrial / Metals & Mining,Research,"AutoCAD, SolidWorks",PG,Ahmedabad,Hybrid,2 Months,English,4416,Python,"Remote Friendly, Rural Outreach",Intermediate,24-01-26
INT0767,DMart Intern,Work with DMart in the Telecom / Retail / Consumer Durables / Misc sector. Gain hands-on experience and learn industry skills.,Telecom / Retail / Consumer Durables / Misc,Research,"Python, Pandas, Excel",UG,Dholpur,Offline,4 Months,Hindi,9668,Excel,"Beginner Friendly, Remote Friendly",Intermediate,16-05-26
INT0768,Reliance Industries Intern,"Work with Reliance Industries in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Development,"React, HTML, CSS, JavaScript",12th Pass,Delhi,Offline,6 Months,English,10546,Python,"Paid Internship, Beginner Friendly",Advanced,11-06-26
INT0769,ONGC Trainee,"Work with ONGC in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Operations,"Python, Pandas, Excel",12th Pass,Dholpur,Online,4 Months,English,3970,Python,"Beginner Friendly, Government Scheme Aligned",Intermediate,18-11-25
INT0770,Indian Oil Assistant,"Work with Indian Oil in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Development,"Java, Spring Boot",Diploma,Koraput,Hybrid,3 Months,Hindi,8812,PowerBI,"Beginner Friendly, Paid Internship",Advanced,16-03-26
INT0771,Wipro Trainee,Work with Wipro in the IT & Software / Tech sector. Gain hands-on experience and learn industry skills.,IT & Software / Tech,Research,"Project Management, MS Office",UG,Delhi,Offline,3 Months,Marathi,5686,Python,"Rural Outreach, Government Scheme Aligned",Intermediate,03-07-26
INT0772,Ministry of Tourism Assistant,Work with Ministry of Tourism in the Travel & Hospitality sector. Gain hands-on experience and learn industry skills.,Travel & Hospitality,Development,"Project Management, MS Office",12th Pass,Palamu,Hybrid,4 Months,Hindi,2752,Excel,"Paid Internship, Beginner Friendly",Intermediate,18-07-26
INT0773,Tata Steel Intern,Work with Tata Steel in the Manufacturing & Industrial / Metals & Mining sector. Gain hands-on experience and learn industry skills.,Manufacturing & Industrial / Metals & Mining,Operations,"React, HTML, CSS, JavaScript",UG,Pune,Online,6 Months,English,3470,Python,"Government Scheme Aligned, Remote Friendly",Beginner,23-05-26
INT0774,DMart Intern,Work with DMart in the Telecom / Retail / Consumer Durables / Misc sector. Gain hands-on experience and learn industry skills.,Telecom / Retail / Consumer Durables / Misc,Analytics,"AutoCAD, SolidWorks",UG,Bangalore,Hybrid,5 Months,English,9134,Excel,"Government Scheme Aligned, Paid Internship",Beginner,16-03-26
INT0775,BHEL Intern,Work with BHEL in the Manufacturing & Industrial / Metals & Mining sector. Gain hands-on experience and learn industry skills.,Manufacturing & Industrial / Metals & Mining,Development,"Python, Pandas, Excel",Diploma,Ahmedabad,Hybrid,1 Months,Hindi,8912,Excel,"Government Scheme Aligned, Paid Internship",Advanced,09-04-26
INT0776,Mahindra & Mahindra Intern,Work with Mahindra & Mahindra in the Automotive sector. Gain hands-on experience and learn industry skills.,Automotive,Operations,"Project Management, MS Office",PG,Ahmedabad,Hybrid,3 Months,Tamil,3138,SAP,"Beginner Friendly, Paid Internship",Advanced,21-12-25
INT0777,AIIMS Trainee,Work with AIIMS in the Healthcare sector. Gain hands-on experience and learn industry skills.,Healthcare,Research,"AutoCAD, SolidWorks",Diploma,Bastar,Online,3 Months,English,9333,MATLAB,"Remote Friendly, Government Scheme Aligned",Intermediate,14-02-26
INT0778,Tata Power Intern,"Work with Tata Power in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Research,"React, HTML, CSS, JavaScript",UG,Bangalore,Online,6 Months,English,870,Excel,"Remote Friendly, Government Scheme Aligned",Intermediate,27-01-26
INT0779,Tata Power Trainee,"Work with Tata Power in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Research,"React, HTML, CSS, JavaScript",PG,Nandurbar,Online,2 Months,English,1653,React,"Beginner Friendly, Rural Outreach",Advanced,21-08-26
INT0780,SBI Intern,Work with SBI in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Development,"Java, Spring Boot",UG,Bastar,Offline,2 Months,Hindi,9609,SAP,"Paid Internship, Beginner Friendly",Intermediate,01-05-26
INT0781,Apollo Hospitals Assistant,Work with Apollo Hospitals in the Healthcare sector. Gain hands-on experience and learn industry skills.,Healthcare,Development,"AutoCAD, SolidWorks",UG,Mumbai,Hybrid,5 Months,English,3338,React,"Beginner Friendly, Government Scheme Aligned",Beginner,19-04-26
INT0782,IFFCO Trainee,Work with IFFCO in the Agriculture & Allied sector. Gain hands-on experience and learn industry skills.,Agriculture & Allied,Operations,"AutoCAD, SolidWorks",12th Pass,Nandurbar,Online,1 Months,English,10166,Python,"Rural Outreach, Paid Internship",Intermediate,03-01-26
INT0783,Big Bazaar Assistant,Work with Big Bazaar in the Telecom / Retail / Consumer Durables / Misc sector. Gain hands-on experience and learn industry skills.,Telecom / Retail / Consumer Durables / Misc,Development,"React, HTML, CSS, JavaScript",UG,Palamu,Hybrid,2 Months,English,7198,Excel,"Government Scheme Aligned, Beginner Friendly",Advanced,18-02-26
INT0784,JSW Steel Assistant,Work with JSW Steel in the Manufacturing & Industrial / Metals & Mining sector. Gain hands-on experience and learn industry skills.,Manufacturing & Industrial / Metals & Mining,Development,"Project Management, MS Office",PG,Delhi,Hybrid,6 Months,Bengali,13088,Python,"Remote Friendly, Government Scheme Aligned",Intermediate,13-04-26
INT0785,Zee Entertainment Assistant,"Work with Zee Entertainment in the Education, Media & Entertainment sector. Gain hands-on experience and learn industry skills.","Education, Media & Entertainment",Research,"React, HTML, CSS, JavaScript",PG,Mumbai,Hybrid,2 Months,English,9501,Python,"Beginner Friendly, Rural Outreach",Advanced,17-05-26
INT0786,MakeMyTrip Assistant,Work with MakeMyTrip in the Travel & Hospitality sector. Gain hands-on experience and learn industry skills.,Travel & Hospitality,Operations,"Python, Pandas, Excel",UG,Ahmedabad,Hybrid,1 Months,English,13227,React,"Beginner Friendly, Rural Outreach",Advanced,24-08-26
INT0787,Fortis Healthcare Assistant,Work with Fortis Healthcare in the Healthcare sector. Gain hands-on experience and learn industry skills.,Healthcare,Support,"Project Management, MS Office",UG,Chennai,Hybrid,3 Months,Marathi,11749,React,"Beginner Friendly, Remote Friendly",Beginner,07-09-26
INT0788,MakeMyTrip Assistant,Work with MakeMyTrip in the Travel & Hospitality sector. Gain hands-on experience and learn industry skills.,Travel & Hospitality,Analytics,"Python, Pandas, Excel",12th Pass,Mumbai,Hybrid,2 Months,English,14207,PowerBI,"Remote Friendly, Government Scheme Aligned",Advanced,30-12-25
INT0789,SBI Intern,Work with SBI in the Banking & Financial Services sector. Gain hands-on experience and learn industry skills.,Banking & Financial Services,Development,"Project Management, MS Office",PG,Delhi,Hybrid,1 Months,Marathi,7869,MATLAB,"Beginner Friendly, Government Scheme Aligned",Beginner,23-10-25
INT0790,ONGC Intern,"Work with ONGC in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Support,"AutoCAD, SolidWorks",PG,Nandurbar,Offline,6 Months,Bengali,2555,React,"Paid Internship, Government Scheme Aligned",Beginner,27-04-26
INT0791,Tata Power Trainee,"Work with Tata Power in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Operations,"Python, Pandas, Excel",UG,Pune,Online,6 Months,Bengali,13991,Excel,"Beginner Friendly, Government Scheme Aligned",Intermediate,22-03-26
INT0792,Wipro Trainee,Work with Wipro in the IT & Software / Tech sector. Gain hands-on experience and learn industry skills.,IT & Software / Tech,Development,"Project Management, MS Office",Diploma,Ahmedabad,Online,2 Months,Bengali,4560,React,"Paid Internship, Rural Outreach",Advanced,23-08-26
INT0793,Zee Entertainment Assistant,"Work with Zee Entertainment in the Education, Media & Entertainment sector. Gain hands-on experience and learn industry skills.","Education, Media & Entertainment",Development,"Python, Pandas, Excel",UG,Sehore,Offline,1 Months,Bengali,3300,PowerBI,"Beginner Friendly, Paid Internship",Advanced,11-12-25
INT0794,ONGC Assistant,"Work with ONGC in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Research,"Java, Spring Boot",Diploma,Mumbai,Online,3 Months,Tamil,11019,MATLAB,"Paid Internship, Rural Outreach",Intermediate,20-11-25
INT0795,Maruti Suzuki Trainee,Work with Maruti Suzuki in the Automotive sector. Gain hands-on experience and learn industry skills.,Automotive,Development,"Python, Pandas, Excel",UG,Hyderabad,Online,4 Months,English,9461,SAP,"Paid Internship, Rural Outreach",Beginner,25-11-25
INT0796,Tata Motors Intern,Work with Tata Motors in the Automotive sector. Gain hands-on experience and learn industry skills.,Automotive,Research,"AutoCAD, SolidWorks",UG,Mumbai,Offline,5 Months,Gujarati,11942,MATLAB,"Remote Friendly, Government Scheme Aligned",Advanced,01-07-26
INT0797,Tata Power Intern,"Work with Tata Power in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Operations,"AutoCAD, SolidWorks",PG,Dholpur,Online,4 Months,English,4056,Excel,"Paid Internship, Government Scheme Aligned",Advanced,14-12-25
INT0798,Mahindra & Mahindra Trainee,Work with Mahindra & Mahindra in the Automotive sector. Gain hands-on experience and learn industry skills.,Automotive,Support,"React, HTML, CSS, JavaScript",Diploma,Ahmedabad,Hybrid,5 Months,Hindi,11958,Excel,"Remote Friendly, Beginner Friendly",Advanced,24-10-25
INT0799,ONGC Assistant,"Work with ONGC in the Oil, Gas & Energy sector. Gain hands-on experience and learn industry skills.","Oil, Gas & Energy",Research,"Java, Spring Boot",PG,Palamu,Online,3 Months,English,1646,Python,"Remote Friendly, Paid Internship",Advanced,03-08-26
INT0800,Airtel Trainee,Work with Airtel in the Telecom / Retail / Consumer Durables / Misc sector. Gain hands-on experience and learn industry skills.,Telecom / Retail / Consumer Durables / Misc,Research,"Java, Spring Boot",12th Pass,Mumbai,Online,1 Months,Tamil,13366,Python,"Paid Internship, Beginner Friendly",Beginner,29-08-26
INT0801,Agriculture & Allied Intern,"As a Agriculture & Allied Intern at Krishi Vigyan Kendra, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Agriculture & Allied,General,"Field Research, Soil Testing, Crop Monitoring",12th Pass,Pune,Hybrid,4 Months,Marathi,13350,"GIS Tools, MS Excel","Beginner Friendly, Government Scheme Aligned",Advanced,30-06-26
INT0802,Travel & Hospitality Intern,"As a Travel & Hospitality Intern at Ministry of Tourism, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",PG,Hyderabad,Hybrid,3 Months,Bengali,8084,"MS Office, CRM","Beginner Friendly, Remote Friendly",Intermediate,01-12-25
INT0803,Travel & Hospitality Intern,"As a Travel & Hospitality Intern at IRCTC, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",UG,Pune,Offline,6 Months,Tamil,11403,"MS Office, CRM","Beginner Friendly, Paid Internship",Beginner,23-05-26
INT0804,Automotive Intern,"As a Automotive Intern at Tata Motors, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Automotive,General,"Mechanical Design, CAD, Quality Testing",Diploma,Bastar,Offline,6 Months,Marathi,1676,"SolidWorks, AutoCAD","Government Scheme Aligned, Paid Internship",Intermediate,26-12-25
INT0805,"Oil, Gas & Energy Intern","ONGC is offering a Oil, Gas & Energy Intern position to support ongoing operations. A great chance to develop essential skills.","Oil, Gas & Energy",General,"Data Analysis, AutoCAD, MS Excel",UG,Chennai,Hybrid,1 Months,Hindi,12096,"MATLAB, SCADA","Rural Outreach, Remote Friendly",Beginner,14-04-26
INT0806,Automotive Intern,"As a Automotive Intern at Mahindra & Mahindra, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Automotive,General,"Mechanical Design, CAD, Quality Testing",PG,Mumbai,Online,2 Months,Gujarati,3454,"SolidWorks, AutoCAD","Rural Outreach, Remote Friendly",Advanced,16-11-25
INT0807,"Education, Media & Entertainment Intern","Byju's is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"Content Writing, Video Editing, Communication",Diploma,Ahmedabad,Online,1 Months,Gujarati,13949,"Adobe Premiere, Canva","Government Scheme Aligned, Beginner Friendly",Advanced,05-04-26
INT0808,Manufacturing & Industrial / Metals & Mining Intern,"Join Tata Steel as a Manufacturing & Industrial / Metals & Mining Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Manufacturing & Industrial / Metals & Mining,General,"Production Planning, Inventory, CAD",UG,Bangalore,Offline,3 Months,Tamil,10635,"SAP, AutoCAD","Remote Friendly, Rural Outreach",Beginner,06-02-26
INT0809,IT & Software / Tech Intern,"As a IT & Software / Tech Intern at TCS, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",IT & Software / Tech,General,"Python, JavaScript, React, SQL",UG,Bangalore,Online,4 Months,Gujarati,2462,"VS Code, GitHub","Rural Outreach, Remote Friendly",Beginner,25-07-26
INT0810,Healthcare Intern,AIIMS is offering a Healthcare Intern position to support ongoing operations. A great chance to develop essential skills.,Healthcare,General,"Patient Care, Data Entry, Lab Assistance",Diploma,Wardha,Hybrid,6 Months,English,12054,"MS Excel, EHR","Remote Friendly, Rural Outreach",Intermediate,03-04-26
INT0811,IT & Software / Tech Intern,"As a IT & Software / Tech Intern at Wipro, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",IT & Software / Tech,General,"Python, JavaScript, React, SQL",Diploma,Delhi,Hybrid,2 Months,Marathi,12872,"VS Code, GitHub","Paid Internship, Government Scheme Aligned",Advanced,18-04-26
INT0812,Automotive Intern,"As a Automotive Intern at Tata Motors, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Automotive,General,"Mechanical Design, CAD, Quality Testing",12th Pass,Tehri Garhwal,Online,4 Months,Marathi,5502,"SolidWorks, AutoCAD","Rural Outreach, Paid Internship",Intermediate,13-08-26
INT0813,Telecom / Retail / Consumer Durables / Misc Intern,Reliance Jio is offering a Telecom / Retail / Consumer Durables / Misc Intern position to support ongoing operations. A great chance to develop essential skills.,Telecom / Retail / Consumer Durables / Misc,General,"Sales, Networking, Customer Handling",Diploma,Tehri Garhwal,Hybrid,3 Months,Bengali,5238,"CRM, MS Excel","Beginner Friendly, Rural Outreach",Intermediate,02-07-26
INT0814,Travel & Hospitality Intern,"As a Travel & Hospitality Intern at Ministry of Tourism, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",UG,Tehri Garhwal,Online,1 Months,Tamil,8548,"MS Office, CRM","Paid Internship, Government Scheme Aligned",Advanced,07-11-25
INT0815,Travel & Hospitality Intern,"Join IRCTC as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",UG,Hyderabad,Online,4 Months,Tamil,10312,"MS Office, CRM","Beginner Friendly, Paid Internship",Advanced,03-07-26
INT0816,Banking & Financial Services Intern,ICICI Bank is offering a Banking & Financial Services Intern position to support ongoing operations. A great chance to develop essential skills.,Banking & Financial Services,General,"Finance, Excel, Risk Analysis",UG,Mumbai,Online,2 Months,Marathi,6245,"Tally, Power BI","Rural Outreach, Remote Friendly",Advanced,16-10-25
INT0817,Travel & Hospitality Intern,"Join Ministry of Tourism as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",12th Pass,Wardha,Hybrid,2 Months,Marathi,3275,"MS Office, CRM","Government Scheme Aligned, Paid Internship",Intermediate,09-11-25
INT0818,Automotive Intern,"As a Automotive Intern at Tata Motors, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Automotive,General,"Mechanical Design, CAD, Quality Testing",12th Pass,Chennai,Online,4 Months,Bengali,7890,"SolidWorks, AutoCAD","Beginner Friendly, Rural Outreach",Intermediate,16-07-26
INT0819,IT & Software / Tech Intern,TCS is offering a IT & Software / Tech Intern position to support ongoing operations. A great chance to develop essential skills.,IT & Software / Tech,General,"Python, JavaScript, React, SQL",Diploma,Gopalganj,Online,4 Months,Hindi,3785,"VS Code, GitHub","Government Scheme Aligned, Rural Outreach",Advanced,17-03-26
INT0820,Agriculture & Allied Intern,"Join NABARD as a Agriculture & Allied Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Agriculture & Allied,General,"Field Research, Soil Testing, Crop Monitoring",12th Pass,Barpeta,Online,4 Months,English,12824,"GIS Tools, MS Excel","Remote Friendly, Paid Internship",Advanced,15-11-25
INT0821,Travel & Hospitality Intern,Ministry of Tourism is offering a Travel & Hospitality Intern position to support ongoing operations. A great chance to develop essential skills.,Travel & Hospitality,General,"Customer Service, Event Planning, Communication",UG,Ahmedabad,Hybrid,4 Months,Marathi,14013,"MS Office, CRM","Paid Internship, Beginner Friendly",Beginner,29-10-25
INT0822,Travel & Hospitality Intern,"As a Travel & Hospitality Intern at IRCTC, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",Diploma,Dholpur,Online,6 Months,Hindi,8624,"MS Office, CRM","Beginner Friendly, Remote Friendly",Beginner,03-07-26
INT0823,"Education, Media & Entertainment Intern","Join Zee Entertainment as a Education, Media & Entertainment Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Education, Media & Entertainment",General,"Content Writing, Video Editing, Communication",UG,Jaipur,Online,3 Months,Marathi,3042,"Adobe Premiere, Canva","Government Scheme Aligned, Beginner Friendly",Advanced,12-11-25
INT0824,"Oil, Gas & Energy Intern","Join Indian Oil as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"Data Analysis, AutoCAD, MS Excel",12th Pass,Chennai,Hybrid,4 Months,English,1307,"MATLAB, SCADA","Beginner Friendly, Remote Friendly",Intermediate,04-07-26
INT0825,Agriculture & Allied Intern,Krishi Vigyan Kendra is offering a Agriculture & Allied Intern position to support ongoing operations. A great chance to develop essential skills.,Agriculture & Allied,General,"Field Research, Soil Testing, Crop Monitoring",PG,Pune,Online,5 Months,Hindi,12845,"GIS Tools, MS Excel","Government Scheme Aligned, Remote Friendly",Advanced,12-07-26
INT0826,Telecom / Retail / Consumer Durables / Misc Intern,"Join Airtel as a Telecom / Retail / Consumer Durables / Misc Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Telecom / Retail / Consumer Durables / Misc,General,"Sales, Networking, Customer Handling",Diploma,Mumbai,Hybrid,5 Months,Marathi,3135,"CRM, MS Excel","Rural Outreach, Beginner Friendly",Advanced,13-09-26
INT0827,Manufacturing & Industrial / Metals & Mining Intern,Tata Steel is offering a Manufacturing & Industrial / Metals & Mining Intern position to support ongoing operations. A great chance to develop essential skills.,Manufacturing & Industrial / Metals & Mining,General,"Production Planning, Inventory, CAD",Diploma,Gopalganj,Offline,3 Months,Gujarati,14548,"SAP, AutoCAD","Rural Outreach, Government Scheme Aligned",Advanced,23-03-26
INT0828,"Education, Media & Entertainment Intern","Join Byju's as a Education, Media & Entertainment Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Education, Media & Entertainment",General,"Content Writing, Video Editing, Communication",Diploma,Barpeta,Online,3 Months,Tamil,1828,"Adobe Premiere, Canva","Government Scheme Aligned, Paid Internship",Intermediate,13-03-26
INT0829,Travel & Hospitality Intern,MakeMyTrip is offering a Travel & Hospitality Intern position to support ongoing operations. A great chance to develop essential skills.,Travel & Hospitality,General,"Customer Service, Event Planning, Communication",PG,Jaipur,Offline,6 Months,Tamil,10837,"MS Office, CRM","Beginner Friendly, Government Scheme Aligned",Intermediate,22-10-25
INT0830,Telecom / Retail / Consumer Durables / Misc Intern,"Join Airtel as a Telecom / Retail / Consumer Durables / Misc Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Telecom / Retail / Consumer Durables / Misc,General,"Sales, Networking, Customer Handling",UG,Kolkata,Hybrid,6 Months,Tamil,9750,"CRM, MS Excel","Remote Friendly, Paid Internship",Advanced,16-03-26
