InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply,City,State
INT0870,manufacturing & industrial / metals & mining intern,"As a Manufacturing & Industrial / Metals & Mining Intern at Tata Steel, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",Pg,Online,3 Months,English,10147,"sap, autocad","rural outreach, remote friendly",Intermediate,27-07-26,Kolkata,unknown
INT0871,"education, media & entertainment intern","Zee Entertainment is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"content writing, video editing, communication",12Th Pass,Online,6 Months,Marathi,14782,"adobe premiere, canva","rural outreach, paid internship",Advanced,16-04-26,Kolkata,unknown
INT0872,it & software / tech intern,"As a IT & Software / Tech Intern at TCS, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",IT & Software / Tech,General,"python, javascript, react, sql",12Th Pass,Offline,6 Months,Hindi,12651,"vs code, github","paid internship, beginner friendly",Advanced,13-06-26,Barpeta,unknown
INT0873,telecom / retail / consumer durables / misc intern,"As a Telecom / Retail / Consumer Durables / Misc Intern at Big Bazaar, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",12Th Pass,Online,6 Months,Marathi,10330,"crm, ms excel","beginner friendly, remote friendly",Beginner,06-07-26,Bangalore,unknown
INT0874,travel & hospitality intern,"As a Travel & Hospitality Intern at Ministry of Tourism, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"customer service, event planning, communication",Ug,Offline,6 Months,Marathi,4840,"ms office, crm","rural outreach, government scheme aligned",Intermediate,08-05-26,Gopalganj,unknown
INT0875,banking & financial services intern,"Join SBI as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"finance, excel, risk analysis",Pg,Online,4 Months,Marathi,700,"tally, power bi","remote friendly, beginner friendly",Advanced,30-04-26,Mumbai,unknown
INT0876,automotive intern,Maruti Suzuki is offering a Automotive Intern position to support ongoing operations. A great chance to develop essential skills.,Automotive,General,"mechanical design, cad, quality testing",12Th Pass,Online,6 Months,Tamil,7233,"solidworks, autocad","paid internship, remote friendly",Advanced,04-11-25,Pune,unknown
INT0877,automotive intern,Maruti Suzuki is offering a Automotive Intern position to support ongoing operations. A great chance to develop essential skills.,Automotive,General,"mechanical design, cad, quality testing",12Th Pass,Online,1 Months,Hindi,1726,"solidworks, autocad","beginner friendly, remote friendly",Beginner,18-05-26,Mumbai,unknown
INT0878,banking & financial services intern,"As a Banking & Financial Services Intern at ICICI Bank, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Banking & Financial Services,General,"finance, excel, risk analysis",Diploma,Offline,2 Months,Marathi,13458,"tally, power bi","remote friendly, beginner friendly",Advanced,13-09-26,Jaipur,unknown
INT0879,telecom / retail / consumer durables / misc intern,"Join Big Bazaar as a Telecom / Retail / Consumer Durables / Misc Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Ug,Online,4 Months,Hindi,9840,"crm, ms excel","rural outreach, government scheme aligned",Intermediate,20-11-25,Koraput,unknown
INT0880,"education, media & entertainment intern","As a Education, Media & Entertainment Intern at Zee Entertainment, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Education, Media & Entertainment",General,"content writing, video editing, communication",Pg,Offline,1 Months,Hindi,14984,"adobe premiere, canva","beginner friendly, paid internship",Beginner,08-11-25,Ahmedabad,unknown
INT0881,automotive intern,"Join Mahindra & Mahindra as a Automotive Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Automotive,General,"mechanical design, cad, quality testing",Ug,Online,6 Months,Gujarati,2500,"solidworks, autocad","remote friendly, paid internship",Intermediate,11-08-26,Hyderabad,unknown
INT0882,manufacturing & industrial / metals & mining intern,"Join Tata Steel as a Manufacturing & Industrial / Metals & Mining Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",Pg,Hybrid,1 Months,English,4306,"sap, autocad","rural outreach, remote friendly",Advanced,28-07-26,Mumbai,unknown
INT0883,banking & financial services intern,HDFC Bank is offering a Banking & Financial Services Intern position to support ongoing operations. A great chance to develop essential skills.,Banking & Financial Services,General,"finance, excel, risk analysis",12Th Pass,Offline,1 Months,Bengali,3263,"tally, power bi","government scheme aligned, beginner friendly",Beginner,16-03-26,Chennai,unknown
INT0884,"oil, gas & energy intern","Join Tata Power as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Ug,Offline,1 Months,Marathi,8720,"matlab, scada","beginner friendly, government scheme aligned",Intermediate,20-01-26,Delhi,unknown
INT0885,"oil, gas & energy intern","Indian Oil is offering a Oil, Gas & Energy Intern position to support ongoing operations. A great chance to develop essential skills.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Ug,Online,4 Months,Bengali,7936,"matlab, scada","beginner friendly, government scheme aligned",Advanced,15-09-26,Dholpur,unknown
INT0886,travel & hospitality intern,"Join MakeMyTrip as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",Diploma,Offline,1 Months,Bengali,8532,"ms office, crm","rural outreach, beginner friendly",Beginner,08-04-26,Pune,unknown
INT0887,healthcare intern,Apollo Hospitals is offering a Healthcare Intern position to support ongoing operations. A great chance to develop essential skills.,Healthcare,General,"patient care, data entry, lab assistance",12Th Pass,Offline,5 Months,English,5344,"ms excel, ehr","beginner friendly, government scheme aligned",Beginner,23-01-26,Bastar,unknown
INT0888,travel & hospitality intern,"Join MakeMyTrip as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",12Th Pass,Hybrid,5 Months,English,4185,"ms office, crm","remote friendly, government scheme aligned",Beginner,16-07-26,Delhi,unknown
INT0889,travel & hospitality intern,"As a Travel & Hospitality Intern at IRCTC, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"customer service, event planning, communication",Ug,Online,3 Months,English,11109,"ms office, crm","rural outreach, paid internship",Intermediate,16-10-25,Hyderabad,unknown
INT0890,automotive intern,"As a Automotive Intern at Mahindra & Mahindra, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Automotive,General,"mechanical design, cad, quality testing",Pg,Offline,5 Months,Gujarati,12956,"solidworks, autocad","government scheme aligned, paid internship",Advanced,19-06-26,Delhi,unknown
INT0891,manufacturing & industrial / metals & mining intern,"Join BHEL as a Manufacturing & Industrial / Metals & Mining Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",Pg,Hybrid,2 Months,Bengali,14080,"sap, autocad","remote friendly, government scheme aligned",Beginner,20-06-26,Hyderabad,unknown
INT0892,it & software / tech intern,Infosys is offering a IT & Software / Tech Intern position to support ongoing operations. A great chance to develop essential skills.,IT & Software / Tech,General,"python, javascript, react, sql",12Th Pass,Online,6 Months,English,617,"vs code, github","paid internship, beginner friendly",Intermediate,20-05-26,Mumbai,unknown
INT0893,it & software / tech intern,"Join TCS as a IT & Software / Tech Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",IT & Software / Tech,General,"python, javascript, react, sql",Pg,Online,4 Months,Gujarati,8288,"vs code, github","beginner friendly, government scheme aligned",Beginner,15-12-25,Jaipur,unknown
INT0894,"oil, gas & energy intern","Join ONGC as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Ug,Offline,6 Months,Gujarati,10728,"matlab, scada","paid internship, remote friendly",Beginner,30-07-26,Mumbai,unknown
INT0895,it & software / tech intern,Infosys is offering a IT & Software / Tech Intern position to support ongoing operations. A great chance to develop essential skills.,IT & Software / Tech,General,"python, javascript, react, sql",Ug,Online,2 Months,Bengali,6956,"vs code, github","government scheme aligned, remote friendly",Advanced,07-12-25,Delhi,unknown
INT0896,banking & financial services intern,"Join SBI as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"finance, excel, risk analysis",Diploma,Hybrid,5 Months,Marathi,275,"tally, power bi","beginner friendly, remote friendly",Intermediate,21-08-26,Pune,unknown
INT0897,"oil, gas & energy intern","Tata Power is offering a Oil, Gas & Energy Intern position to support ongoing operations. A great chance to develop essential skills.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Ug,Online,4 Months,Tamil,9897,"matlab, scada","government scheme aligned, rural outreach",Intermediate,09-05-26,Tehri Garhwal,unknown
INT0898,automotive intern,"As a Automotive Intern at Tata Motors, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Automotive,General,"mechanical design, cad, quality testing",Pg,Hybrid,1 Months,Gujarati,9645,"solidworks, autocad","government scheme aligned, paid internship",Advanced,30-08-26,Jaipur,unknown
INT0899,banking & financial services intern,"Join ICICI Bank as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"finance, excel, risk analysis",Ug,Offline,3 Months,Tamil,9441,"tally, power bi","paid internship, remote friendly",Advanced,29-03-26,Khandwa,unknown
INT0900,manufacturing & industrial / metals & mining intern,JSW Steel is offering a Manufacturing & Industrial / Metals & Mining Intern position to support ongoing operations. A great chance to develop essential skills.,Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",Pg,Online,3 Months,Marathi,2776,"sap, autocad","beginner friendly, rural outreach",Intermediate,17-07-26,Wardha,unknown
INT0901,"oil, gas & energy intern","Join ONGC as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Ug,Hybrid,4 Months,Marathi,7874,"matlab, scada","rural outreach, remote friendly",Intermediate,15-09-26,Tehri Garhwal,unknown
INT0902,telecom / retail / consumer durables / misc intern,"As a Telecom / Retail / Consumer Durables / Misc Intern at Big Bazaar, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",12Th Pass,Hybrid,4 Months,Gujarati,10453,"crm, ms excel","rural outreach, beginner friendly",Intermediate,07-08-26,Mumbai,unknown
INT0903,"oil, gas & energy intern","As a Oil, Gas & Energy Intern at Indian Oil, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",12Th Pass,Online,4 Months,English,8540,"matlab, scada","rural outreach, government scheme aligned",Advanced,10-07-26,Kolkata,unknown
INT0904,"education, media & entertainment intern","Zee Entertainment is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"content writing, video editing, communication",Pg,Hybrid,2 Months,Bengali,12880,"adobe premiere, canva","remote friendly, beginner friendly",Intermediate,22-12-25,Mumbai,unknown
INT0905,manufacturing & industrial / metals & mining intern,"As a Manufacturing & Industrial / Metals & Mining Intern at BHEL, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",12Th Pass,Offline,3 Months,Gujarati,9728,"sap, autocad","paid internship, rural outreach",Beginner,27-11-25,Wardha,unknown
INT0906,manufacturing & industrial / metals & mining intern,"As a Manufacturing & Industrial / Metals & Mining Intern at JSW Steel, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",Diploma,Hybrid,4 Months,Gujarati,4598,"sap, autocad","government scheme aligned, rural outreach",Beginner,06-12-25,Bangalore,unknown
INT0907,banking & financial services intern,"As a Banking & Financial Services Intern at ICICI Bank, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Banking & Financial Services,General,"finance, excel, risk analysis",12Th Pass,Offline,1 Months,English,13931,"tally, power bi","government scheme aligned, beginner friendly",Intermediate,18-05-26,Hyderabad,unknown
INT0908,it & software / tech intern,"Join Infosys as a IT & Software / Tech Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",IT & Software / Tech,General,"python, javascript, react, sql",Pg,Hybrid,1 Months,Bengali,4623,"vs code, github","rural outreach, beginner friendly",Beginner,02-04-26,Gopalganj,unknown
INT0909,telecom / retail / consumer durables / misc intern,"As a Telecom / Retail / Consumer Durables / Misc Intern at Big Bazaar, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Ug,Online,3 Months,Gujarati,9823,"crm, ms excel","remote friendly, government scheme aligned",Intermediate,15-02-26,Hyderabad,unknown
INT0910,agriculture & allied intern,Krishi Vigyan Kendra is offering a Agriculture & Allied Intern position to support ongoing operations. A great chance to develop essential skills.,Agriculture & Allied,General,"field research, soil testing, crop monitoring",Ug,Online,4 Months,Gujarati,11442,"gis tools, ms excel","remote friendly, paid internship",Advanced,23-08-26,Ahmedabad,unknown
INT0911,manufacturing & industrial / metals & mining intern,"Join BHEL as a Manufacturing & Industrial / Metals & Mining Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",Pg,Hybrid,5 Months,English,7738,"sap, autocad","paid internship, government scheme aligned",Advanced,31-12-25,Hyderabad,unknown
INT0912,banking & financial services intern,"Join SBI as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"finance, excel, risk analysis",Ug,Online,4 Months,English,5904,"tally, power bi","beginner friendly, remote friendly",Advanced,05-01-26,Barpeta,unknown
INT0913,automotive intern,"Join Maruti Suzuki as a Automotive Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Automotive,General,"mechanical design, cad, quality testing",Ug,Hybrid,1 Months,Tamil,4723,"solidworks, autocad","government scheme aligned, rural outreach",Intermediate,16-02-26,Khandwa,unknown
INT0914,"education, media & entertainment intern","As a Education, Media & Entertainment Intern at Zee Entertainment, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Education, Media & Entertainment",General,"content writing, video editing, communication",Diploma,Offline,2 Months,Gujarati,11781,"adobe premiere, canva","paid internship, rural outreach",Advanced,29-06-26,Jaipur,unknown
INT0915,automotive intern,"Join Tata Motors as a Automotive Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Automotive,General,"mechanical design, cad, quality testing",12Th Pass,Online,1 Months,English,14792,"solidworks, autocad","paid internship, beginner friendly",Beginner,23-08-26,Ahmedabad,unknown
INT0916,"education, media & entertainment intern","Zee Entertainment is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"content writing, video editing, communication",Pg,Online,4 Months,Tamil,12415,"adobe premiere, canva","remote friendly, government scheme aligned",Advanced,08-01-26,Hyderabad,unknown
INT0917,travel & hospitality intern,MakeMyTrip is offering a Travel & Hospitality Intern position to support ongoing operations. A great chance to develop essential skills.,Travel & Hospitality,General,"customer service, event planning, communication",12Th Pass,Hybrid,2 Months,Gujarati,2155,"ms office, crm","paid internship, rural outreach",Intermediate,31-01-26,Bastar,unknown
INT0918,travel & hospitality intern,"Join MakeMyTrip as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",Ug,Online,3 Months,Gujarati,4108,"ms office, crm","beginner friendly, rural outreach",Advanced,02-03-26,Koraput,unknown
INT0919,"education, media & entertainment intern","As a Education, Media & Entertainment Intern at Doordarshan, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Education, Media & Entertainment",General,"content writing, video editing, communication",12Th Pass,Hybrid,5 Months,Gujarati,838,"adobe premiere, canva","government scheme aligned, paid internship",Intermediate,09-08-26,Delhi,unknown
INT0920,travel & hospitality intern,IRCTC is offering a Travel & Hospitality Intern position to support ongoing operations. A great chance to develop essential skills.,Travel & Hospitality,General,"customer service, event planning, communication",Diploma,Online,3 Months,Bengali,6762,"ms office, crm","beginner friendly, rural outreach",Intermediate,19-04-26,Gopalganj,unknown
INT0921,travel & hospitality intern,"Join Ministry of Tourism as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",Diploma,Online,5 Months,Gujarati,9273,"ms office, crm","beginner friendly, rural outreach",Beginner,10-11-25,Hyderabad,unknown
INT0922,telecom / retail / consumer durables / misc intern,"Join Reliance Jio as a Telecom / Retail / Consumer Durables / Misc Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Diploma,Online,3 Months,Gujarati,2286,"crm, ms excel","remote friendly, government scheme aligned",Advanced,27-05-26,Bangalore,unknown
INT0923,it & software / tech intern,"Join Infosys as a IT & Software / Tech Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",IT & Software / Tech,General,"python, javascript, react, sql",12Th Pass,Online,5 Months,Gujarati,7691,"vs code, github","government scheme aligned, rural outreach",Advanced,02-08-26,Mumbai,unknown
INT0924,manufacturing & industrial / metals & mining intern,"As a Manufacturing & Industrial / Metals & Mining Intern at BHEL, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",Diploma,Online,2 Months,Gujarati,779,"sap, autocad","paid internship, remote friendly",Advanced,22-02-26,Mumbai,unknown
INT0925,banking & financial services intern,"Join ICICI Bank as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"finance, excel, risk analysis",Pg,Online,4 Months,Tamil,14968,"tally, power bi","rural outreach, paid internship",Advanced,14-05-26,Mumbai,unknown
INT0926,banking & financial services intern,"Join HDFC Bank as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"finance, excel, risk analysis",12Th Pass,Online,6 Months,Bengali,4443,"tally, power bi","paid internship, government scheme aligned",Intermediate,06-03-26,Tehri Garhwal,unknown
INT0927,agriculture & allied intern,"As a Agriculture & Allied Intern at NABARD, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Agriculture & Allied,General,"field research, soil testing, crop monitoring",Diploma,Hybrid,3 Months,Gujarati,11611,"gis tools, ms excel","government scheme aligned, beginner friendly",Beginner,20-02-26,Ahmedabad,unknown
INT0928,it & software / tech intern,Infosys is offering a IT & Software / Tech Intern position to support ongoing operations. A great chance to develop essential skills.,IT & Software / Tech,General,"python, javascript, react, sql",Diploma,Hybrid,1 Months,English,4684,"vs code, github","government scheme aligned, paid internship",Intermediate,21-12-25,Pune,unknown
INT0929,automotive intern,"As a Automotive Intern at Maruti Suzuki, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Automotive,General,"mechanical design, cad, quality testing",Diploma,Hybrid,1 Months,Hindi,6780,"solidworks, autocad","beginner friendly, paid internship",Beginner,25-04-26,Pune,unknown
INT0930,healthcare intern,"Join Fortis as a Healthcare Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Healthcare,General,"patient care, data entry, lab assistance",Diploma,Offline,2 Months,English,13341,"ms excel, ehr","government scheme aligned, paid internship",Intermediate,21-01-26,Mumbai,unknown
INT0931,travel & hospitality intern,"As a Travel & Hospitality Intern at Ministry of Tourism, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"customer service, event planning, communication",Pg,Online,1 Months,Gujarati,3706,"ms office, crm","rural outreach, beginner friendly",Beginner,12-06-26,Ahmedabad,unknown
INT0932,"education, media & entertainment intern","Join Byju's as a Education, Media & Entertainment Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Education, Media & Entertainment",General,"content writing, video editing, communication",Ug,Online,1 Months,English,2659,"adobe premiere, canva","government scheme aligned, rural outreach",Beginner,09-05-26,Bastar,unknown
INT0933,automotive intern,"As a Automotive Intern at Tata Motors, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Automotive,General,"mechanical design, cad, quality testing",Pg,Hybrid,3 Months,Bengali,1760,"solidworks, autocad","rural outreach, paid internship",Intermediate,09-02-26,Delhi,unknown
INT0934,"oil, gas & energy intern","Join Tata Power as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Diploma,Offline,4 Months,Gujarati,14463,"matlab, scada","rural outreach, remote friendly",Beginner,28-01-26,Wardha,unknown
INT0935,"oil, gas & energy intern","Join ONGC as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Ug,Offline,2 Months,Gujarati,3569,"matlab, scada","beginner friendly, rural outreach",Beginner,21-04-26,Barpeta,unknown
INT0936,travel & hospitality intern,"As a Travel & Hospitality Intern at IRCTC, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"customer service, event planning, communication",Pg,Offline,6 Months,Marathi,14489,"ms office, crm","rural outreach, paid internship",Advanced,01-02-26,Ahmedabad,unknown
INT0937,healthcare intern,"Join AIIMS as a Healthcare Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Healthcare,General,"patient care, data entry, lab assistance",Pg,Offline,5 Months,Marathi,9642,"ms excel, ehr","government scheme aligned, rural outreach",Beginner,16-06-26,Khandwa,unknown
INT0938,travel & hospitality intern,"As a Travel & Hospitality Intern at MakeMyTrip, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"customer service, event planning, communication",Pg,Online,6 Months,Tamil,9578,"ms office, crm","paid internship, rural outreach",Beginner,15-01-26,Koraput,unknown
INT0939,banking & financial services intern,"Join SBI as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"finance, excel, risk analysis",12Th Pass,Hybrid,5 Months,Bengali,14873,"tally, power bi","beginner friendly, government scheme aligned",Advanced,02-06-26,Bangalore,unknown
INT0940,"education, media & entertainment intern","Doordarshan is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"content writing, video editing, communication",Ug,Hybrid,6 Months,Gujarati,2897,"adobe premiere, canva","remote friendly, beginner friendly",Advanced,20-07-26,Jaipur,unknown
INT0941,agriculture & allied intern,"Join IFFCO as a Agriculture & Allied Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Agriculture & Allied,General,"field research, soil testing, crop monitoring",12Th Pass,Hybrid,3 Months,Bengali,12980,"gis tools, ms excel","remote friendly, paid internship",Beginner,22-05-26,Delhi,unknown
INT0942,"education, media & entertainment intern","Doordarshan is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"content writing, video editing, communication",Ug,Offline,4 Months,Gujarati,6227,"adobe premiere, canva","remote friendly, government scheme aligned",Beginner,17-11-25,Chennai,unknown
INT0943,"oil, gas & energy intern","Join Tata Power as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Pg,Hybrid,2 Months,English,14187,"matlab, scada","government scheme aligned, beginner friendly",Intermediate,05-02-26,Barpeta,unknown
INT0944,banking & financial services intern,"As a Banking & Financial Services Intern at SBI, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Banking & Financial Services,General,"finance, excel, risk analysis",Diploma,Offline,1 Months,Tamil,3241,"tally, power bi","government scheme aligned, remote friendly",Advanced,20-07-26,Mumbai,unknown
INT0945,"education, media & entertainment intern","As a Education, Media & Entertainment Intern at Zee Entertainment, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Education, Media & Entertainment",General,"content writing, video editing, communication",Pg,Offline,2 Months,Marathi,3641,"adobe premiere, canva","government scheme aligned, paid internship",Intermediate,16-02-26,Bangalore,unknown
INT0946,banking & financial services intern,"Join ICICI Bank as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"finance, excel, risk analysis",Diploma,Offline,3 Months,Tamil,8048,"tally, power bi","paid internship, government scheme aligned",Intermediate,29-03-26,Mumbai,unknown
INT0947,"education, media & entertainment intern","As a Education, Media & Entertainment Intern at Doordarshan, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Education, Media & Entertainment",General,"content writing, video editing, communication",Pg,Offline,6 Months,Hindi,8557,"adobe premiere, canva","government scheme aligned, beginner friendly",Advanced,28-06-26,Jaipur,unknown
INT0948,banking & financial services intern,SBI is offering a Banking & Financial Services Intern position to support ongoing operations. A great chance to develop essential skills.,Banking & Financial Services,General,"finance, excel, risk analysis",12Th Pass,Offline,5 Months,Tamil,13783,"tally, power bi","paid internship, beginner friendly",Intermediate,14-11-25,Ahmedabad,unknown
INT0949,agriculture & allied intern,"Join Krishi Vigyan Kendra as a Agriculture & Allied Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Agriculture & Allied,General,"field research, soil testing, crop monitoring",Diploma,Offline,2 Months,Bengali,8965,"gis tools, ms excel","paid internship, remote friendly",Advanced,11-03-26,Jaipur,unknown
INT0950,it & software / tech intern,"Join Infosys as a IT & Software / Tech Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",IT & Software / Tech,General,"python, javascript, react, sql",Ug,Offline,6 Months,Tamil,13227,"vs code, github","beginner friendly, government scheme aligned",Beginner,04-04-26,Barpeta,unknown
INT0951,manufacturing & industrial / metals & mining intern,"As a Manufacturing & Industrial / Metals & Mining Intern at Tata Steel, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",12Th Pass,Offline,6 Months,English,13513,"sap, autocad","paid internship, government scheme aligned",Beginner,01-05-26,Tehri Garhwal,unknown
INT0952,telecom / retail / consumer durables / misc intern,"Join Big Bazaar as a Telecom / Retail / Consumer Durables / Misc Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Ug,Offline,2 Months,Hindi,454,"crm, ms excel","paid internship, rural outreach",Beginner,12-03-26,Bangalore,unknown
INT0953,it & software / tech intern,"As a IT & Software / Tech Intern at TCS, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",IT & Software / Tech,General,"python, javascript, react, sql",Diploma,Offline,5 Months,English,9106,"vs code, github","remote friendly, beginner friendly",Advanced,02-04-26,Bangalore,unknown
INT0954,travel & hospitality intern,"As a Travel & Hospitality Intern at Ministry of Tourism, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"customer service, event planning, communication",Diploma,Offline,4 Months,English,1035,"ms office, crm","beginner friendly, rural outreach",Advanced,19-07-26,Koraput,unknown
INT0955,telecom / retail / consumer durables / misc intern,Reliance Jio is offering a Telecom / Retail / Consumer Durables / Misc Intern position to support ongoing operations. A great chance to develop essential skills.,Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Diploma,Online,1 Months,English,3838,"crm, ms excel","government scheme aligned, paid internship",Advanced,04-03-26,Tehri Garhwal,unknown
